Size,Filters,Threads,Schedule,Chunk,Naive,OpenMP,Img2col_S,Img2col_OMP
128,64,1,guided,1,0.075047,0.07430550000000001,0.057276,0.054635500000000004
128,64,1,guided,2,0.07608677777777778,0.075196,0.05851644444444445,0.056207
128,64,1,guided,4,0.07329588888888888,0.07465,0.055795,0.053114
128,64,1,guided,8,0.07701788888888889,0.076584,0.063762,0.057432
128,64,1,guided,16,0.075691,0.07851033333333333,0.05629000000000001,0.053677333333333334
128,64,1,guided,32,0.07169633333333335,0.08366333333333335,0.05766766666666667,0.05424199999999999
128,64,1,static,1,0.07549449999999999,0.084912,0.06246600000000001,0.057493
128,64,1,static,2,0.073716,0.07818755555555557,0.05663522222222222,0.05459011111111111
128,64,1,static,4,0.073933,0.078548,0.05742,0.054571
128,64,1,static,8,0.076396,0.08405,0.055407,0.055518
128,64,1,static,16,0.079065,0.103673,0.083856,0.072175
128,64,1,static,32,0.09955566666666667,0.087301,0.077179,0.07528
128,64,2,dynamic,1,0.08911949999999999,0.0791435,0.06355416666666668,0.066625
128,64,2,dynamic,2,0.082006,0.06437577777777778,0.066536,0.050705
128,64,2,dynamic,4,0.083306,0.05767455555555556,0.063185,0.044714
128,64,2,dynamic,8,0.078278,0.052551,0.060706,0.043445
128,64,2,dynamic,16,0.074914,0.051619,0.061866000000000004,0.039237333333333325
128,64,2,dynamic,32,0.07841366666666667,0.045412,0.062544,0.044444333333333336
128,64,2,guided,1,0.0790155,0.0498515,0.06319150000000001,0.0386215
128,64,2,guided,2,0.075054,0.050536,0.060089,0.038058
128,64,2,guided,4,0.07797022222222222,0.04968,0.058378,0.03749644444444445
128,64,2,guided,8,0.075551,0.049944,0.058550333333333336,0.037339
128,64,2,guided,16,0.07501233333333333,0.05523366666666666,0.05733166666666667,0.03956666666666667
128,64,2,guided,32,0.07547566666666666,0.048621,0.05914466666666667,0.039821333333333334
128,64,2,static,1,0.0738085,0.05894966666666667,0.057856500000000005,0.046527
128,64,2,static,2,0.076404,0.056683,0.060068222222222224,0.041959
128,64,2,static,4,0.078693,0.05481833333333333,0.063815,0.048569
128,64,2,static,8,0.076451,0.055528,0.059528,0.041276
128,64,2,static,16,0.07883033333333332,0.05605333333333334,0.06585666666666667,0.046311
128,64,2,static,32,0.093866,0.05673400000000001,0.07987133333333334,0.04471066666666667
128,64,4,dynamic,1,0.0742835,0.047901,0.060034333333333335,0.0451
128,64,4,dynamic,2,0.079268,0.03958177777777777,0.061799,0.032490111111111115
128,64,4,dynamic,4,0.08116,0.035775,0.061061,0.027488
128,64,4,dynamic,8,0.077108,0.031156777777777773,0.06388344444444444,0.026328
128,64,4,dynamic,16,0.08032399999999999,0.03345766666666667,0.06167433333333333,0.023813
128,64,4,dynamic,32,0.07703866666666666,0.035986,0.06184533333333333,0.024005666666666665
128,64,4,guided,1,0.07770650000000001,0.028338000000000002,0.0615815,0.0232675
128,64,4,guided,2,0.081218,0.029082,0.064602,0.022293
128,64,4,guided,4,0.079639,0.030504,0.059881,0.022546
128,64,4,guided,8,0.081644,0.030367,0.064197,0.023748
128,64,4,guided,16,0.10444933333333334,0.031164666666666663,0.08765266666666667,0.026303999999999998
128,64,4,guided,32,0.10364766666666665,0.031595000000000005,0.088034,0.025588333333333334
128,64,4,static,1,0.07440050000000001,0.036956833333333335,0.058800333333333336,0.03074033333333333
128,64,4,static,2,0.074748,0.03554766666666667,0.061216,0.028974111111111114
128,64,4,static,4,0.07564611111111112,0.036043222222222226,0.062249,0.028741111111111113
128,64,4,static,8,0.0765788888888889,0.036115,0.061226,0.027742777777777776
128,64,4,static,16,0.080778,0.03418633333333333,0.063606,0.028056333333333332
128,64,4,static,32,0.07602066666666667,0.035017,0.06424233333333333,0.02588333333333333
128,64,8,dynamic,1,0.0747945,0.04086533333333334,0.062776,0.0412605
